x y z meta\\
1.55 3.15 1655.12 1655.12\\
1.57 3.15 1654.91 1654.91\\
1.58 3.15 1654.66 1654.66\\
1.60 3.15 1654.37 1654.37\\
1.62 3.15 1654.03 1654.03\\
1.63 3.15 1653.64 1653.64\\
1.65 3.15 1653.22 1653.22\\
1.66 3.15 1652.74 1652.74\\
1.68 3.15 1652.22 1652.22\\
1.70 3.15 1651.66 1651.66\\
1.71 3.15 1651.05 1651.05\\
1.73 3.15 1650.40 1650.40\\
1.74 3.15 1649.70 1649.70\\
1.76 3.15 1648.96 1648.96\\
1.78 3.15 1648.17 1648.17\\
1.79 3.15 1647.34 1647.34\\
1.81 3.15 1646.46 1646.46\\
1.82 3.15 1645.54 1645.54\\
1.84 3.15 1644.57 1644.57\\
1.86 3.15 1643.56 1643.56\\
1.87 3.15 1642.50 1642.50\\
1.89 3.15 1641.40 1641.40\\
1.90 3.15 1640.25 1640.25\\
1.92 3.15 1639.06 1639.06\\
1.94 3.15 1637.82 1637.82\\
1.95 3.15 1636.54 1636.54\\
1.97 3.15 1635.21 1635.21\\
1.98 3.15 1633.84 1633.84\\
2.00 3.15 1632.42 1632.42\\
2.02 3.15 1630.96 1630.96\\
2.03 3.15 1629.46 1629.46\\
2.05 3.15 1627.91 1627.91\\
2.06 3.15 1626.31 1626.31\\
2.08 3.15 1624.67 1624.67\\
2.10 3.15 1622.98 1622.98\\
2.11 3.15 1621.25 1621.25\\
2.13 3.15 1619.48 1619.48\\
2.14 3.15 1617.66 1617.66\\
2.16 3.15 1615.79 1615.79\\
2.18 3.15 1613.88 1613.88\\
2.19 3.15 1611.93 1611.93\\
2.21 3.15 1609.93 1609.93\\
2.22 3.15 1607.88 1607.88\\
2.24 3.15 1605.80 1605.80\\
2.26 3.15 1603.66 1603.66\\
2.27 3.15 1601.48 1601.48\\
2.29 3.15 1599.26 1599.26\\
2.30 3.15 1596.99 1596.99\\
2.32 3.15 1594.68 1594.68\\
2.34 3.15 1592.32 1592.32\\
2.35 3.15 1589.91 1589.91\\
2.37 3.15 1587.46 1587.46\\
2.38 3.15 1584.97 1584.97\\
2.40 3.15 1582.43 1582.43\\
2.42 3.15 1579.85 1579.85\\
2.43 3.15 1577.22 1577.22\\
2.45 3.15 1574.55 1574.55\\
2.46 3.15 1571.83 1571.83\\
2.48 3.15 1569.07 1569.07\\
2.50 3.15 1566.26 1566.26\\
2.51 3.15 1563.41 1563.41\\
2.53 3.15 1560.51 1560.51\\
2.54 3.15 1557.57 1557.57\\
2.56 3.15 1554.58 1554.58\\
2.58 3.15 1551.55 1551.55\\
2.59 3.15 1548.47 1548.47\\
2.61 3.15 1545.35 1545.35\\
2.62 3.15 1542.19 1542.19\\
2.64 3.15 1538.98 1538.98\\
2.66 3.15 1535.72 1535.72\\
2.67 3.15 1532.42 1532.42\\
2.69 3.15 1529.07 1529.07\\
2.70 3.15 1525.68 1525.68\\
2.72 3.15 1522.25 1522.25\\
2.74 3.15 1518.77 1518.77\\
2.75 3.15 1515.24 1515.24\\
2.77 3.15 1511.67 1511.67\\
2.78 3.15 1508.05 1508.05\\
2.80 3.15 1504.39 1504.39\\
2.82 3.15 1500.69 1500.69\\
2.83 3.15 1496.94 1496.94\\
2.85 3.15 1493.14 1493.14\\
2.86 3.15 1489.31 1489.31\\
2.88 3.15 1485.42 1485.42\\
2.90 3.15 1481.49 1481.49\\
2.91 3.15 1477.52 1477.52\\
2.93 3.15 1473.50 1473.50\\
2.94 3.15 1469.43 1469.43\\
2.96 3.15 1465.33 1465.33\\
2.98 3.15 1461.17 1461.17\\
2.99 3.15 1456.97 1456.97\\
0.00 3.16 1461.83 1461.83\\
0.02 3.16 1465.98 1465.98\\
0.03 3.16 1470.09 1470.09\\
0.05 3.16 1474.15 1474.15\\
0.06 3.16 1478.16 1478.16\\
0.08 3.16 1482.13 1482.13\\
0.10 3.16 1486.06 1486.06\\
0.11 3.16 1489.94 1489.94\\
0.13 3.16 1493.78 1493.78\\
0.14 3.16 1497.57 1497.57\\
0.16 3.16 1501.31 1501.31\\
0.18 3.16 1505.02 1505.02\\
0.19 3.16 1508.67 1508.67\\
0.21 3.16 1512.28 1512.28\\
0.22 3.16 1515.85 1515.85\\
0.24 3.16 1519.37 1519.37\\
0.26 3.16 1522.85 1522.85\\
0.27 3.16 1526.28 1526.28\\
0.29 3.16 1529.67 1529.67\\
0.30 3.16 1533.01 1533.01\\
0.32 3.16 1536.31 1536.31\\
0.34 3.16 1539.56 1539.56\\
0.35 3.16 1542.77 1542.77\\
0.37 3.16 1545.93 1545.93\\
0.38 3.16 1549.05 1549.05\\
0.40 3.16 1552.13 1552.13\\
0.42 3.16 1555.15 1555.15\\
0.43 3.16 1558.14 1558.14\\
0.45 3.16 1561.08 1561.08\\
0.46 3.16 1563.97 1563.97\\
0.48 3.16 1566.82 1566.82\\
0.50 3.16 1569.62 1569.62\\
0.51 3.16 1572.38 1572.38\\
0.53 3.16 1575.10 1575.10\\
0.54 3.16 1577.77 1577.77\\
0.56 3.16 1580.39 1580.39\\
0.58 3.16 1582.97 1582.97\\
0.59 3.16 1585.50 1585.50\\
0.61 3.16 1587.99 1587.99\\
0.62 3.16 1590.44 1590.44\\
0.64 3.16 1592.84 1592.84\\
0.66 3.16 1595.19 1595.19\\
0.67 3.16 1597.51 1597.51\\
0.69 3.16 1599.77 1599.77\\
0.70 3.16 1601.99 1601.99\\
0.72 3.16 1604.17 1604.17\\
0.74 3.16 1606.30 1606.30\\
0.75 3.16 1608.38 1608.38\\
0.77 3.16 1610.43 1610.43\\
0.78 3.16 1612.42 1612.42\\
0.80 3.16 1614.37 1614.37\\
0.82 3.16 1616.28 1616.28\\
0.83 3.16 1618.14 1618.14\\
0.85 3.16 1619.96 1619.96\\
0.86 3.16 1621.73 1621.73\\
0.88 3.16 1623.46 1623.46\\
0.90 3.16 1625.14 1625.14\\
0.91 3.16 1626.78 1626.78\\
0.93 3.16 1628.37 1628.37\\
0.94 3.16 1629.92 1629.92\\
0.96 3.16 1631.42 1631.42\\
0.98 3.16 1632.88 1632.88\\
0.99 3.16 1634.29 1634.29\\
1.01 3.16 1635.66 1635.66\\
1.02 3.16 1636.98 1636.98\\
1.04 3.16 1638.26 1638.26\\
1.06 3.16 1639.49 1639.49\\
1.07 3.16 1640.68 1640.68\\
1.09 3.16 1641.82 1641.82\\
1.10 3.16 1642.92 1642.92\\
1.12 3.16 1643.98 1643.98\\
1.14 3.16 1644.99 1644.99\\
1.15 3.16 1645.95 1645.95\\
1.17 3.16 1646.87 1646.87\\
1.18 3.16 1647.74 1647.74\\
1.20 3.16 1648.57 1648.57\\
1.22 3.16 1649.36 1649.36\\
1.23 3.16 1650.10 1650.10\\
1.25 3.16 1650.79 1650.79\\
1.26 3.16 1651.44 1651.44\\
1.28 3.16 1652.05 1652.05\\
1.30 3.16 1652.61 1652.61\\
1.31 3.16 1653.12 1653.12\\
1.33 3.16 1653.59 1653.59\\
1.34 3.16 1654.02 1654.02\\
1.36 3.16 1654.40 1654.40\\
1.38 3.16 1654.73 1654.73\\
1.39 3.16 1655.03 1655.03\\
1.41 3.16 1655.27 1655.27\\
1.42 3.16 1655.47 1655.47\\
1.44 3.16 1655.63 1655.63\\
1.46 3.16 1655.74 1655.74\\
1.47 3.16 1655.81 1655.81\\
1.49 3.16 1655.83 1655.83\\
1.50 3.16 1655.81 1655.81\\
1.52 3.16 1655.74 1655.74\\
1.54 3.16 1655.62 1655.62\\
1.55 3.16 1655.47 1655.47\\
1.57 3.16 1655.26 1655.26\\
1.58 3.16 1655.02 1655.02\\
1.60 3.16 1654.72 1654.72\\
1.62 3.16 1654.39 1654.39\\
1.63 3.16 1654.00 1654.00\\
1.65 3.16 1653.58 1653.58\\
1.66 3.16 1653.11 1653.11\\
1.68 3.16 1652.59 1652.59\\
1.70 3.16 1652.03 1652.03\\
1.71 3.16 1651.42 1651.42\\
1.73 3.16 1650.77 1650.77\\
1.74 3.16 1650.07 1650.07\\
1.76 3.16 1649.33 1649.33\\
1.78 3.16 1648.54 1648.54\\
1.79 3.16 1647.71 1647.71\\
1.81 3.16 1646.84 1646.84\\
1.82 3.16 1645.92 1645.92\\
1.84 3.16 1644.95 1644.95\\
1.86 3.16 1643.94 1643.94\\
1.87 3.16 1642.89 1642.89\\
1.89 3.16 1641.79 1641.79\\
1.90 3.16 1640.64 1640.64\\
1.92 3.16 1639.45 1639.45\\
1.94 3.16 1638.22 1638.22\\
1.95 3.16 1636.94 1636.94\\
1.97 3.16 1635.61 1635.61\\
1.98 3.16 1634.24 1634.24\\
2.00 3.16 1632.83 1632.83\\
2.02 3.16 1631.37 1631.37\\
2.03 3.16 1629.86 1629.86\\
2.05 3.16 1628.32 1628.32\\
2.06 3.16 1626.72 1626.72\\
2.08 3.16 1625.08 1625.08\\
2.10 3.16 1623.40 1623.40\\
2.11 3.16 1621.67 1621.67\\
2.13 3.16 1619.90 1619.90\\
2.14 3.16 1618.08 1618.08\\
2.16 3.16 1616.22 1616.22\\
2.18 3.16 1614.31 1614.31\\
2.19 3.16 1612.36 1612.36\\
2.21 3.16 1610.36 1610.36\\
2.22 3.16 1608.31 1608.31\\
2.24 3.16 1606.23 1606.23\\
2.26 3.16 1604.09 1604.09\\
2.27 3.16 1601.92 1601.92\\
2.29 3.16 1599.70 1599.70\\
2.30 3.16 1597.43 1597.43\\
2.32 3.16 1595.12 1595.12\\
2.34 3.16 1592.76 1592.76\\
2.35 3.16 1590.36 1590.36\\
2.37 3.16 1587.91 1587.91\\
2.38 3.16 1585.42 1585.42\\
2.40 3.16 1582.88 1582.88\\
2.42 3.16 1580.30 1580.30\\
2.43 3.16 1577.68 1577.68\\
2.45 3.16 1575.01 1575.01\\
2.46 3.16 1572.29 1572.29\\
2.48 3.16 1569.53 1569.53\\
2.50 3.16 1566.72 1566.72\\
2.51 3.16 1563.87 1563.87\\
2.53 3.16 1560.98 1560.98\\
2.54 3.16 1558.04 1558.04\\
2.56 3.16 1555.05 1555.05\\
2.58 3.16 1552.02 1552.02\\
2.59 3.16 1548.95 1548.95\\
2.61 3.16 1545.83 1545.83\\
2.62 3.16 1542.66 1542.66\\
2.64 3.16 1539.45 1539.45\\
2.66 3.16 1536.20 1536.20\\
2.67 3.16 1532.90 1532.90\\
2.69 3.16 1529.56 1529.56\\
2.70 3.16 1526.17 1526.17\\
2.72 3.16 1522.73 1522.73\\
2.74 3.16 1519.26 1519.26\\
2.75 3.16 1515.73 1515.73\\
2.77 3.16 1512.16 1512.16\\
2.78 3.16 1508.55 1508.55\\
2.80 3.16 1504.89 1504.89\\
2.82 3.16 1501.19 1501.19\\
2.83 3.16 1497.44 1497.44\\
2.85 3.16 1493.65 1493.65\\
2.86 3.16 1489.81 1489.81\\
2.88 3.16 1485.93 1485.93\\
2.90 3.16 1482.00 1482.00\\
2.91 3.16 1478.03 1478.03\\
2.93 3.16 1474.01 1474.01\\
2.94 3.16 1469.95 1469.95\\
2.96 3.16 1465.84 1465.84\\
2.98 3.16 1461.69 1461.69\\
2.99 3.16 1457.49 1457.49\\
0.00 3.17 1461.98 1461.98\\
0.02 3.17 1466.13 1466.13\\
0.03 3.17 1470.24 1470.24\\
0.05 3.17 1474.30 1474.30\\
0.06 3.17 1478.32 1478.32\\
0.08 3.17 1482.29 1482.29\\
0.10 3.17 1486.22 1486.22\\
0.11 3.17 1490.11 1490.11\\
0.13 3.17 1493.94 1493.94\\
0.14 3.17 1497.74 1497.74\\
0.16 3.17 1501.49 1501.49\\
0.18 3.17 1505.19 1505.19\\
0.19 3.17 1508.85 1508.85\\
0.21 3.17 1512.46 1512.46\\
0.22 3.17 1516.03 1516.03\\
0.24 3.17 1519.55 1519.55\\
0.26 3.17 1523.03 1523.03\\
0.27 3.17 1526.47 1526.47\\
0.29 3.17 1529.86 1529.86\\
0.30 3.17 1533.20 1533.20\\
0.32 3.17 1536.50 1536.50\\
0.34 3.17 1539.75 1539.75\\
0.35 3.17 1542.96 1542.96\\
0.37 3.17 1546.13 1546.13\\
0.38 3.17 1549.25 1549.25\\
0.40 3.17 1552.32 1552.32\\
0.42 3.17 1555.36 1555.36\\
0.43 3.17 1558.34 1558.34\\
0.45 3.17 1561.28 1561.28\\
0.46 3.17 1564.18 1564.18\\
0.48 3.17 1567.03 1567.03\\
0.50 3.17 1569.83 1569.83\\
0.51 3.17 1572.59 1572.59\\
0.53 3.17 1575.31 1575.31\\
0.54 3.17 1577.98 1577.98\\
0.56 3.17 1580.61 1580.61\\
0.58 3.17 1583.19 1583.19\\
0.59 3.17 1585.73 1585.73\\
0.61 3.17 1588.22 1588.22\\
0.62 3.17 1590.67 1590.67\\
0.64 3.17 1593.07 1593.07\\
0.66 3.17 1595.42 1595.42\\
0.67 3.17 1597.74 1597.74\\
0.69 3.17 1600.00 1600.00\\
0.70 3.17 1602.23 1602.23\\
0.72 3.17 1604.40 1604.40\\
0.74 3.17 1606.54 1606.54\\
0.75 3.17 1608.62 1608.62\\
0.77 3.17 1610.67 1610.67\\
0.78 3.17 1612.67 1612.67\\
0.80 3.17 1614.62 1614.62\\
0.82 3.17 1616.53 1616.53\\
0.83 3.17 1618.39 1618.39\\
0.85 3.17 1620.21 1620.21\\
0.86 3.17 1621.98 1621.98\\
0.88 3.17 1623.71 1623.71\\
0.90 3.17 1625.40 1625.40\\
0.91 3.17 1627.04 1627.04\\
0.93 3.17 1628.63 1628.63\\
0.94 3.17 1630.18 1630.18\\
0.96 3.17 1631.68 1631.68\\
0.98 3.17 1633.14 1633.14\\
0.99 3.17 1634.56 1634.56\\
1.01 3.17 1635.93 1635.93\\
1.02 3.17 1637.25 1637.25\\
1.04 3.17 1638.53 1638.53\\
1.06 3.17 1639.77 1639.77\\
1.07 3.17 1640.96 1640.96\\
1.09 3.17 1642.10 1642.10\\
1.10 3.17 1643.20 1643.20\\
1.12 3.17 1644.26 1644.26\\
1.14 3.17 1645.27 1645.27\\
1.15 3.17 1646.24 1646.24\\
1.17 3.17 1647.16 1647.16\\
1.18 3.17 1648.03 1648.03\\
1.20 3.17 1648.87 1648.87\\
1.22 3.17 1649.65 1649.65\\
1.23 3.17 1650.39 1650.39\\
1.25 3.17 1651.09 1651.09\\
1.26 3.17 1651.74 1651.74\\
1.28 3.17 1652.35 1652.35\\
1.30 3.17 1652.91 1652.91\\
1.31 3.17 1653.43 1653.43\\
1.33 3.17 1653.90 1653.90\\
1.34 3.17 1654.33 1654.33\\
1.36 3.17 1654.71 1654.71\\
1.38 3.17 1655.05 1655.05\\
1.39 3.17 1655.34 1655.34\\
1.41 3.17 1655.59 1655.59\\
1.42 3.17 1655.79 1655.79\\
1.44 3.17 1655.95 1655.95\\
1.46 3.17 1656.06 1656.06\\
1.47 3.17 1656.13 1656.13\\
1.49 3.17 1656.16 1656.16\\
1.50 3.17 1656.14 1656.14\\
1.52 3.17 1656.07 1656.07\\
1.54 3.17 1655.96 1655.96\\
1.55 3.17 1655.80 1655.80\\
1.57 3.17 1655.60 1655.60\\
1.58 3.17 1655.36 1655.36\\
1.60 3.17 1655.07 1655.07\\
1.62 3.17 1654.73 1654.73\\
1.63 3.17 1654.35 1654.35\\
1.65 3.17 1653.92 1653.92\\
1.66 3.17 1653.45 1653.45\\
1.68 3.17 1652.94 1652.94\\
1.70 3.17 1652.38 1652.38\\
1.71 3.17 1651.77 1651.77\\
1.73 3.17 1651.13 1651.13\\
1.74 3.17 1650.43 1650.43\\
1.76 3.17 1649.69 1649.69\\
1.78 3.17 1648.91 1648.91\\
1.79 3.17 1648.08 1648.08\\
1.81 3.17 1647.20 1647.20\\
1.82 3.17 1646.29 1646.29\\
1.84 3.17 1645.32 1645.32\\
1.86 3.17 1644.31 1644.31\\
1.87 3.17 1643.26 1643.26\\
1.89 3.17 1642.16 1642.16\\
1.90 3.17 1641.02 1641.02\\
1.92 3.17 1639.83 1639.83\\
1.94 3.17 1638.60 1638.60\\
1.95 3.17 1637.32 1637.32\\
1.97 3.17 1636.00 1636.00\\
1.98 3.17 1634.63 1634.63\\
2.00 3.17 1633.22 1633.22\\
2.02 3.17 1631.76 1631.76\\
2.03 3.17 1630.26 1630.26\\
2.05 3.17 1628.71 1628.71\\
2.06 3.17 1627.12 1627.12\\
2.08 3.17 1625.48 1625.48\\
2.10 3.17 1623.80 1623.80\\
2.11 3.17 1622.07 1622.07\\
2.13 3.17 1620.30 1620.30\\
2.14 3.17 1618.49 1618.49\\
2.16 3.17 1616.62 1616.62\\
2.18 3.17 1614.72 1614.72\\
2.19 3.17 1612.77 1612.77\\
2.21 3.17 1610.77 1610.77\\
2.22 3.17 1608.73 1608.73\\
2.24 3.17 1606.64 1606.64\\
2.26 3.17 1604.51 1604.51\\
2.27 3.17 1602.34 1602.34\\
2.29 3.17 1600.12 1600.12\\
2.30 3.17 1597.85 1597.85\\
2.32 3.17 1595.54 1595.54\\
2.34 3.17 1593.19 1593.19\\
2.35 3.17 1590.79 1590.79\\
2.37 3.17 1588.34 1588.34\\
2.38 3.17 1585.85 1585.85\\
2.40 3.17 1583.32 1583.32\\
2.42 3.17 1580.74 1580.74\\
2.43 3.17 1578.12 1578.12\\
2.45 3.17 1575.45 1575.45\\
2.46 3.17 1572.73 1572.73\\
2.48 3.17 1569.98 1569.98\\
2.50 3.17 1567.17 1567.17\\
2.51 3.17 1564.32 1564.32\\
2.53 3.17 1561.43 1561.43\\
2.54 3.17 1558.49 1558.49\\
2.56 3.17 1555.51 1555.51\\
2.58 3.17 1552.48 1552.48\\
2.59 3.17 1549.41 1549.41\\
2.61 3.17 1546.29 1546.29\\
2.62 3.17 1543.13 1543.13\\
2.64 3.17 1539.92 1539.92\\
2.66 3.17 1536.67 1536.67\\
2.67 3.17 1533.37 1533.37\\
2.69 3.17 1530.03 1530.03\\
2.70 3.17 1526.64 1526.64\\
2.72 3.17 1523.21 1523.21\\
2.74 3.17 1519.73 1519.73\\
2.75 3.17 1516.21 1516.21\\
2.77 3.17 1512.64 1512.64\\
2.78 3.17 1509.03 1509.03\\
2.80 3.17 1505.38 1505.38\\
2.82 3.17 1501.68 1501.68\\
2.83 3.17 1497.93 1497.93\\
2.85 3.17 1494.14 1494.14\\
2.86 3.17 1490.30 1490.30\\
2.88 3.17 1486.42 1486.42\\
2.90 3.17 1482.50 1482.50\\
2.91 3.17 1478.53 1478.53\\
2.93 3.17 1474.51 1474.51\\
2.94 3.17 1470.45 1470.45\\
2.96 3.17 1466.35 1466.35\\
2.98 3.17 1462.20 1462.20\\
2.99 3.17 1458.00 1458.00\\
0.00 3.18 1462.12 1462.12\\
0.02 3.18 1466.27 1466.27\\
0.03 3.18 1470.38 1470.38\\
0.05 3.18 1474.45 1474.45\\
0.06 3.18 1478.47 1478.47\\
0.08 3.18 1482.44 1482.44\\
0.10 3.18 1486.37 1486.37\\
0.11 3.18 1490.26 1490.26\\
0.13 3.18 1494.10 1494.10\\
0.14 3.18 1497.89 1497.89\\
0.16 3.18 1501.64 1501.64\\
0.18 3.18 1505.35 1505.35\\
0.19 3.18 1509.01 1509.01\\
0.21 3.18 1512.62 1512.62\\
0.22 3.18 1516.19 1516.19\\
0.24 3.18 1519.72 1519.72\\
0.26 3.18 1523.20 1523.20\\
0.27 3.18 1526.64 1526.64\\
0.29 3.18 1530.03 1530.03\\
0.30 3.18 1533.37 1533.37\\
0.32 3.18 1536.68 1536.68\\
0.34 3.18 1539.93 1539.93\\
0.35 3.18 1543.14 1543.14\\
0.37 3.18 1546.31 1546.31\\
0.38 3.18 1549.43 1549.43\\
0.40 3.18 1552.51 1552.51\\
0.42 3.18 1555.54 1555.54\\
0.43 3.18 1558.53 1558.53\\
0.45 3.18 1561.47 1561.47\\
0.46 3.18 1564.37 1564.37\\
0.48 3.18 1567.22 1567.22\\
0.50 3.18 1570.03 1570.03\\
0.51 3.18 1572.79 1572.79\\
0.53 3.18 1575.51 1575.51\\
0.54 3.18 1578.18 1578.18\\
0.56 3.18 1580.81 1580.81\\
0.58 3.18 1583.40 1583.40\\
0.59 3.18 1585.93 1585.93\\
0.61 3.18 1588.43 1588.43\\
0.62 3.18 1590.88 1590.88\\
0.64 3.18 1593.28 1593.28\\
0.66 3.18 1595.64 1595.64\\
0.67 3.18 1597.95 1597.95\\
0.69 3.18 1600.22 1600.22\\
0.70 3.18 1602.45 1602.45\\
0.72 3.18 1604.63 1604.63\\
0.74 3.18 1606.76 1606.76\\
0.75 3.18 1608.85 1608.85\\
0.77 3.18 1610.90 1610.90\\
0.78 3.18 1612.90 1612.90\\
0.80 3.18 1614.85 1614.85\\
0.82 3.18 1616.76 1616.76\\
0.83 3.18 1618.63 1618.63\\
0.85 3.18 1620.45 1620.45\\
0.86 3.18 1622.22 1622.22\\
0.88 3.18 1623.95 1623.95\\
0.90 3.18 1625.64 1625.64\\
0.91 3.18 1627.28 1627.28\\
0.93 3.18 1628.88 1628.88\\
0.94 3.18 1630.43 1630.43\\
0.96 3.18 1631.94 1631.94\\
0.98 3.18 1633.40 1633.40\\
0.99 3.18 1634.81 1634.81\\
1.01 3.18 1636.19 1636.19\\
1.02 3.18 1637.51 1637.51\\
1.04 3.18 1638.79 1638.79\\
1.06 3.18 1640.03 1640.03\\
1.07 3.18 1641.22 1641.22\\
1.09 3.18 1642.37 1642.37\\
1.10 3.18 1643.47 1643.47\\
1.12 3.18 1644.53 1644.53\\
1.14 3.18 1645.54 1645.54\\
1.15 3.18 1646.51 1646.51\\
1.17 3.18 1647.43 1647.43\\
1.18 3.18 1648.31 1648.31\\
1.20 3.18 1649.15 1649.15\\
1.22 3.18 1649.93 1649.93\\
1.23 3.18 1650.68 1650.68\\
1.25 3.18 1651.38 1651.38\\
1.26 3.18 1652.03 1652.03\\
1.28 3.18 1652.64 1652.64\\
1.30 3.18 1653.20 1653.20\\
1.31 3.18 1653.72 1653.72\\
1.33 3.18 1654.20 1654.20\\
1.34 3.18 1654.63 1654.63\\
1.36 3.18 1655.01 1655.01\\
1.38 3.18 1655.35 1655.35\\
1.39 3.18 1655.64 1655.64\\
1.41 3.18 1655.89 1655.89\\
1.42 3.18 1656.10 1656.10\\
1.44 3.18 1656.26 1656.26\\
1.46 3.18 1656.37 1656.37\\
1.47 3.18 1656.45 1656.45\\
1.49 3.18 1656.47 1656.47\\
1.50 3.18 1656.45 1656.45\\
1.52 3.18 1656.39 1656.39\\
1.54 3.18 1656.28 1656.28\\
1.55 3.18 1656.12 1656.12\\
1.57 3.18 1655.92 1655.92\\
1.58 3.18 1655.68 1655.68\\
1.60 3.18 1655.39 1655.39\\
1.62 3.18 1655.06 1655.06\\
1.63 3.18 1654.68 1654.68\\
1.65 3.18 1654.26 1654.26\\
1.66 3.18 1653.79 1653.79\\
1.68 3.18 1653.28 1653.28\\
1.70 3.18 1652.72 1652.72\\
1.71 3.18 1652.12 1652.12\\
1.73 3.18 1651.47 1651.47\\
1.74 3.18 1650.78 1650.78\\
1.76 3.18 1650.04 1650.04\\
1.78 3.18 1649.26 1649.26\\
1.79 3.18 1648.43 1648.43\\
1.81 3.18 1647.56 1647.56\\
1.82 3.18 1646.64 1646.64\\
1.84 3.18 1645.68 1645.68\\
1.86 3.18 1644.67 1644.67\\
1.87 3.18 1643.62 1643.62\\
1.89 3.18 1642.52 1642.52\\
1.90 3.18 1641.38 1641.38\\
1.92 3.18 1640.20 1640.20\\
1.94 3.18 1638.96 1638.96\\
1.95 3.18 1637.69 1637.69\\
1.97 3.18 1636.37 1636.37\\
1.98 3.18 1635.00 1635.00\\
2.00 3.18 1633.59 1633.59\\
2.02 3.18 1632.14 1632.14\\
2.03 3.18 1630.64 1630.64\\
2.05 3.18 1629.09 1629.09\\
2.06 3.18 1627.50 1627.50\\
2.08 3.18 1625.87 1625.87\\
2.10 3.18 1624.19 1624.19\\
2.11 3.18 1622.46 1622.46\\
2.13 3.18 1620.69 1620.69\\
2.14 3.18 1618.88 1618.88\\
2.16 3.18 1617.02 1617.02\\
2.18 3.18 1615.11 1615.11\\
2.19 3.18 1613.16 1613.16\\
2.21 3.18 1611.17 1611.17\\
2.22 3.18 1609.13 1609.13\\
2.24 3.18 1607.05 1607.05\\
2.26 3.18 1604.92 1604.92\\
2.27 3.18 1602.75 1602.75\\
2.29 3.18 1600.53 1600.53\\
2.30 3.18 1598.26 1598.26\\
2.32 3.18 1595.96 1595.96\\
2.34 3.18 1593.60 1593.60\\
2.35 3.18 1591.21 1591.21\\
2.37 3.18 1588.76 1588.76\\
2.38 3.18 1586.27 1586.27\\
2.40 3.18 1583.74 1583.74\\
2.42 3.18 1581.17 1581.17\\
2.43 3.18 1578.54 1578.54\\
2.45 3.18 1575.88 1575.88\\
2.46 3.18 1573.16 1573.16\\
2.48 3.18 1570.41 1570.41\\
2.50 3.18 1567.61 1567.61\\
2.51 3.18 1564.76 1564.76\\
2.53 3.18 1561.87 1561.87\\
2.54 3.18 1558.93 1558.93\\
2.56 3.18 1555.95 1555.95\\
2.58 3.18 1552.92 1552.92\\
2.59 3.18 1549.85 1549.85\\
2.61 3.18 1546.74 1546.74\\
2.62 3.18 1543.58 1543.58\\
2.64 3.18 1540.37 1540.37\\
2.66 3.18 1537.12 1537.12\\
2.67 3.18 1533.82 1533.82\\
2.69 3.18 1530.48 1530.48\\
2.70 3.18 1527.10 1527.10\\
2.72 3.18 1523.67 1523.67\\
2.74 3.18 1520.19 1520.19\\
2.75 3.18 1516.67 1516.67\\
2.77 3.18 1513.11 1513.11\\
2.78 3.18 1509.50 1509.50\\
2.80 3.18 1505.85 1505.85\\
2.82 3.18 1502.15 1502.15\\
2.83 3.18 1498.40 1498.40\\
2.85 3.18 1494.61 1494.61\\
2.86 3.18 1490.78 1490.78\\
2.88 3.18 1486.90 1486.90\\
2.90 3.18 1482.98 1482.98\\
2.91 3.18 1479.01 1479.01\\
2.93 3.18 1475.00 1475.00\\
2.94 3.18 1470.94 1470.94\\
2.96 3.18 1466.83 1466.83\\
2.98 3.18 1462.69 1462.69\\
2.99 3.18 1458.49 1458.49\\
0.00 3.18 1462.24 1462.24\\
0.02 3.18 1466.40 1466.40\\
0.03 3.18 1470.51 1470.51\\
0.05 3.18 1474.58 1474.58\\
0.06 3.18 1478.60 1478.60\\
0.08 3.18 1482.57 1482.57\\
0.10 3.18 1486.51 1486.51\\
0.11 3.18 1490.39 1490.39\\
0.13 3.18 1494.23 1494.23\\
0.14 3.18 1498.03 1498.03\\
0.16 3.18 1501.78 1501.78\\
0.18 3.18 1505.49 1505.49\\
0.19 3.18 1509.15 1509.15\\
0.21 3.18 1512.77 1512.77\\
0.22 3.18 1516.34 1516.34\\
0.24 3.18 1519.87 1519.87\\
0.26 3.18 1523.35 1523.35\\
0.27 3.18 1526.79 1526.79\\
0.29 3.18 1530.19 1530.19\\
0.30 3.18 1533.53 1533.53\\
0.32 3.18 1536.84 1536.84\\
0.34 3.18 1540.10 1540.10\\
0.35 3.18 1543.31 1543.31\\
0.37 3.18 1546.48 1546.48\\
0.38 3.18 1549.60 1549.60\\
0.40 3.18 1552.68 1552.68\\
0.42 3.18 1555.71 1555.71\\
0.43 3.18 1558.70 1558.70\\
0.45 3.18 1561.65 1561.65\\
0.46 3.18 1564.55 1564.55\\
0.48 3.18 1567.40 1567.40\\
0.50 3.18 1570.21 1570.21\\
0.51 3.18 1572.98 1572.98\\
0.53 3.18 1575.70 1575.70\\
0.54 3.18 1578.37 1578.37\\
0.56 3.18 1581.00 1581.00\\
0.58 3.18 1583.59 1583.59\\
0.59 3.18 1586.13 1586.13\\
0.61 3.18 1588.62 1588.62\\
0.62 3.18 1591.07 1591.07\\
0.64 3.18 1593.48 1593.48\\
0.66 3.18 1595.84 1595.84\\
0.67 3.18 1598.16 1598.16\\
0.69 3.18 1600.43 1600.43\\
